"";"sensor_id";"timestamp";"P1";"P2"
"1";"8761";2018-10-01 00:00:35;10,8;10,2
"2";"8761";2018-10-01 00:03:03;11,6;11
"3";"8761";2018-10-01 00:05:31;13,4;11,6
"4";"8761";2018-10-01 00:08:00;12,6;11,8
"5";"8761";2018-10-01 00:10:28;14,2;13
"6";"8761";2018-10-01 00:12:55;11,4;10,8
"7";"8761";2018-10-01 00:15:23;12;11,4
"8";"8761";2018-10-01 00:17:52;16,2;13,2
"9";"8761";2018-10-01 00:20:21;12,2;12,2
"10";"8761";2018-10-01 00:22:49;13,8;12,8
"11";"8761";2018-10-01 00:25:17;13,4;13,4
"12";"8761";2018-10-01 00:27:45;14,2;11,8
"13";"8761";2018-10-01 00:30:13;13,2;13,2
"14";"8761";2018-10-01 00:32:41;14,2;13,2
"15";"8761";2018-10-01 00:35:09;13,8;12,6
"16";"8761";2018-10-01 00:37:37;12,2;12
"17";"8761";2018-10-01 00:40:05;15;13,4
"18";"8761";2018-10-01 00:42:33;13,2;12,6
"19";"8761";2018-10-01 00:45:01;13,6;13
"20";"8761";2018-10-01 00:47:30;14,8;13,6
"21";"8761";2018-10-01 00:49:58;12,8;12,8
"22";"8761";2018-10-01 00:52:26;12,8;12,8
"23";"8761";2018-10-01 00:54:54;13;12,8
"24";"8761";2018-10-01 00:57:22;15,2;15
"25";"8761";2018-10-01 00:59:50;14;14
"26";"8761";2018-10-01 01:02:18;15;13,6
"27";"8761";2018-10-01 01:04:47;15,8;15
"28";"8761";2018-10-01 01:07:15;12,4;12
"29";"8761";2018-10-01 01:09:43;17,6;14,2
"30";"8761";2018-10-01 01:12:11;13,8;12,8
"31";"8761";2018-10-01 01:14:39;16,2;14,2
"32";"8761";2018-10-01 01:17:07;15,2;15,2
"33";"8761";2018-10-01 01:19:36;14,2;14,2
"34";"8761";2018-10-01 01:22:04;16;15
"35";"8761";2018-10-01 01:24:32;12,8;12,8
"36";"8761";2018-10-01 01:27:01;16,2;16,2
"37";"8761";2018-10-01 01:29:29;14,4;14,4
"38";"8761";2018-10-01 01:31:56;15,2;14,8
"39";"8761";2018-10-01 01:34:24;17,8;17,4
"40";"8761";2018-10-01 01:36:52;16,6;15
"41";"8761";2018-10-01 01:39:20;15;15
"42";"8761";2018-10-01 01:41:48;17,8;16,2
"43";"8761";2018-10-01 01:44:16;15,4;14,2
"44";"8761";2018-10-01 01:46:44;16,4;15,4
"45";"8761";2018-10-01 01:49:12;19;16,2
"46";"8761";2018-10-01 01:51:40;15,2;14,2
"47";"8761";2018-10-01 01:54:10;16;14,2
"48";"8761";2018-10-01 01:56:38;19;18,4
"49";"8761";2018-10-01 01:59:07;18,6;15,4
"50";"8761";2018-10-01 02:01:35;14,4;14,4
"51";"8761";2018-10-01 02:04:04;16,2;16,2
"52";"8761";2018-10-01 02:06:32;14,4;14,4
"53";"8761";2018-10-01 02:09:00;14,8;14
"54";"8761";2018-10-01 02:11:28;15;15
"55";"8761";2018-10-01 02:13:56;14,4;13,8
"56";"8761";2018-10-01 02:16:24;14,4;14
"57";"8761";2018-10-01 02:18:52;16;14,4
"58";"8761";2018-10-01 02:21:20;15,2;14,4
"59";"8761";2018-10-01 02:23:48;17,2;15
"60";"8761";2018-10-01 02:26:18;25;21,2
"61";"8761";2018-10-01 02:28:46;15,4;14
"62";"8761";2018-10-01 02:31:14;14;13,6
"63";"8761";2018-10-01 02:33:42;14,2;14,2
"64";"8761";2018-10-01 02:36:10;14,2;13,6
"65";"8761";2018-10-01 02:38:38;13,8;13
"66";"8761";2018-10-01 02:41:06;17;14,8
"67";"8761";2018-10-01 02:43:34;18,6;14,4
"68";"8761";2018-10-01 02:46:02;13,8;13
"69";"8761";2018-10-01 02:48:30;13,8;13,8
"70";"8761";2018-10-01 02:50:58;14,6;14,2
"71";"8761";2018-10-01 02:53:26;12,8;12,6
"72";"8761";2018-10-01 02:55:54;14,2;13
"73";"8761";2018-10-01 02:58:22;15,4;14,4
"74";"8761";2018-10-01 03:00:51;13,2;13,2
"75";"8761";2018-10-01 03:03:19;16,4;16,4
"76";"8761";2018-10-01 03:05:47;15,2;14,2
"77";"8761";2018-10-01 03:08:15;14,8;13,6
"78";"8761";2018-10-01 03:10:43;16,6;15,4
"79";"8761";2018-10-01 03:13:12;13,2;13,2
"80";"8761";2018-10-01 03:15:41;13,8;13,8
"81";"8761";2018-10-01 03:18:09;16,6;16,6
"82";"8761";2018-10-01 03:20:37;17,2;14,8
"83";"8761";2018-10-01 03:23:05;17,8;16
"84";"8761";2018-10-01 03:25:33;18,4;16,2
"85";"8761";2018-10-01 03:28:01;19;16,2
"86";"8761";2018-10-01 03:30:29;15,8;14,8
"87";"8761";2018-10-01 03:32:57;14;13,8
"88";"8761";2018-10-01 03:35:25;17;16
"89";"8761";2018-10-01 03:37:53;17,8;16,4
"90";"8761";2018-10-01 03:40:22;18,8;17,6
"91";"8761";2018-10-01 03:42:50;17,8;16
"92";"8761";2018-10-01 03:45:18;17,4;16,6
"93";"8761";2018-10-01 03:47:46;17;16
"94";"8761";2018-10-01 03:50:14;18;16,2
"95";"8761";2018-10-01 03:52:42;16,8;15,4
"96";"8761";2018-10-01 03:55:10;16,4;16,4
"97";"8761";2018-10-01 03:57:38;17;17
"98";"8761";2018-10-01 04:00:06;21,8;18,6
"99";"8761";2018-10-01 04:02:34;19,2;17,2
"100";"8761";2018-10-01 04:05:02;17,8;17,2
"101";"8761";2018-10-01 04:07:30;19;18,2
"102";"8761";2018-10-01 04:09:58;17,8;17,2
"103";"8761";2018-10-01 04:12:26;19,6;19,6
"104";"8761";2018-10-01 04:14:54;21,2;19,8
"105";"8761";2018-10-01 04:17:22;21,2;20,2
"106";"8761";2018-10-01 04:19:50;23,6;20,6
"107";"8761";2018-10-01 04:22:18;23;21,8
"108";"8761";2018-10-01 04:24:46;23;20,8
"109";"8761";2018-10-01 04:27:14;27,8;24,2
"110";"8761";2018-10-01 04:29:43;25,8;22,8
"111";"8761";2018-10-01 04:32:12;23;20,8
"112";"8761";2018-10-01 04:34:39;21,8;21,2
"113";"8761";2018-10-01 04:37:08;21,4;20
"114";"8761";2018-10-01 04:39:36;22,8;21,4
"115";"8761";2018-10-01 04:42:04;23;23
"116";"8761";2018-10-01 04:44:32;26;24
"117";"8761";2018-10-01 04:47:00;27,4;25,4
"118";"8761";2018-10-01 04:49:28;27;25,2
"119";"8761";2018-10-01 04:51:56;24,2;22,8
"120";"8761";2018-10-01 04:54:25;28,6;26,2
"121";"8761";2018-10-01 04:56:53;28,6;25,8
"122";"8761";2018-10-01 04:59:21;26;24,4
"123";"8761";2018-10-01 05:01:49;30,2;25,4
"124";"8761";2018-10-01 05:04:17;27,4;23,8
"125";"8761";2018-10-01 05:06:46;27,8;26,6
"126";"8761";2018-10-01 05:09:13;27,4;26
"127";"8761";2018-10-01 05:11:41;28,2;26,4
"128";"8761";2018-10-01 05:14:10;28;25,2
"129";"8761";2018-10-01 05:16:38;24,6;23,4
"130";"8761";2018-10-01 05:19:06;25,4;24
"131";"8761";2018-10-01 05:21:34;26,2;24,4
"132";"8761";2018-10-01 05:24:02;28,6;25,4
"133";"8761";2018-10-01 05:26:30;30,8;26,6
"134";"8761";2018-10-01 05:28:59;27,6;26
"135";"8761";2018-10-01 05:31:28;30,4;27,8
"136";"8761";2018-10-01 05:33:56;28,2;27,4
"137";"8761";2018-10-01 05:36:25;26,8;24,4
"138";"8761";2018-10-01 05:38:53;26;23,4
"139";"8761";2018-10-01 05:41:22;26,4;24,2
"140";"8761";2018-10-01 05:43:50;28,6;25,4
"141";"8761";2018-10-01 05:46:18;31,6;26,6
"142";"8761";2018-10-01 05:48:46;33,6;27,6
"143";"8761";2018-10-01 05:51:15;29;26
"144";"8761";2018-10-01 05:53:43;26,4;26,4
"145";"8761";2018-10-01 05:56:11;27,8;26,6
"146";"8761";2018-10-01 05:58:39;27,8;24,6
"147";"8761";2018-10-01 06:01:07;27,4;25,2
"148";"8761";2018-10-01 06:03:35;23,6;23,2
"149";"8761";2018-10-01 06:06:02;26,6;24
"150";"8761";2018-10-01 06:08:31;24,8;23
"151";"8761";2018-10-01 06:10:59;27,8;24,6
"152";"8761";2018-10-01 06:13:26;23,4;22,6
"153";"8761";2018-10-01 06:15:55;25,4;21,6
"154";"8761";2018-10-01 06:18:23;30,6;29
"155";"8761";2018-10-01 06:20:51;26;24,2
"156";"8761";2018-10-01 06:23:19;33,6;29,2
"157";"8761";2018-10-01 06:25:47;27,6;25,4
"158";"8761";2018-10-01 06:28:15;28;26,4
"159";"8761";2018-10-01 06:30:43;31,8;27,8
"160";"8761";2018-10-01 06:33:11;27,2;24,6
"161";"8761";2018-10-01 06:35:39;29,8;27,4
"162";"8761";2018-10-01 06:38:07;29,8;27,4
"163";"8761";2018-10-01 06:40:34;28,6;25,4
"164";"8761";2018-10-01 06:43:02;29,6;28,6
"165";"8761";2018-10-01 06:45:30;29,4;26,8
"166";"8761";2018-10-01 06:47:58;29;25,2
"167";"8761";2018-10-01 06:50:26;26,8;25
"168";"8761";2018-10-01 06:52:54;25;24,4
"169";"8761";2018-10-01 06:55:22;24;22,4
"170";"8761";2018-10-01 06:57:50;27,6;26
"171";"8761";2018-10-01 07:00:18;27,6;24,4
"172";"8761";2018-10-01 07:02:46;28,4;24,8
"173";"8761";2018-10-01 07:05:14;28;27,4
"174";"8761";2018-10-01 07:07:43;27,8;26,6
"175";"8761";2018-10-01 07:10:11;24,6;24,4
"176";"8761";2018-10-01 07:12:39;29;26,8
"177";"8761";2018-10-01 07:15:07;30;26,6
"178";"8761";2018-10-01 07:17:35;26,8;22,8
"179";"8761";2018-10-01 07:20:04;25,2;21,2
"180";"8761";2018-10-01 07:22:32;21,4;20,2
"181";"8761";2018-10-01 07:25:00;24,6;21,8
"182";"8761";2018-10-01 07:27:28;23,4;22,8
"183";"8761";2018-10-01 07:29:56;21,4;21,4
"184";"8761";2018-10-01 07:32:24;24,8;23
"185";"8761";2018-10-01 07:34:52;19,6;19,6
"186";"8761";2018-10-01 07:37:20;24,8;21
"187";"8761";2018-10-01 07:39:48;21;18,2
"188";"8761";2018-10-01 07:42:16;18,6;18,6
"189";"8761";2018-10-01 07:44:44;20,8;20
"190";"8761";2018-10-01 07:47:12;22;20
"191";"8761";2018-10-01 07:49:40;25,4;24,2
"192";"8761";2018-10-01 07:52:08;21,4;19,2
"193";"8761";2018-10-01 07:54:37;18,2;17
"194";"8761";2018-10-01 07:57:05;22,2;19,4
"195";"8761";2018-10-01 07:59:33;23,8;21,2
"196";"8761";2018-10-01 08:02:01;25,4;24
"197";"8761";2018-10-01 08:04:29;22,8;20,8
"198";"8761";2018-10-01 08:06:57;25,2;22,6
"199";"8761";2018-10-01 08:09:25;24,2;22,6
"200";"8761";2018-10-01 08:11:53;23,4;23,2
"201";"8761";2018-10-01 08:14:20;21;20,4
"202";"8761";2018-10-01 08:16:48;21,6;21
"203";"8761";2018-10-01 08:19:16;26,4;22,6
"204";"8761";2018-10-01 08:21:45;24;22,4
"205";"8761";2018-10-01 08:24:13;29;26
"206";"8761";2018-10-01 08:26:41;32;27,8
"207";"8761";2018-10-01 08:29:09;32,8;27,2
"208";"8761";2018-10-01 08:31:37;28,6;26
"209";"8761";2018-10-01 08:34:05;30,8;29,4
"210";"8761";2018-10-01 08:36:33;30,4;27,4
"211";"8761";2018-10-01 08:39:01;29;26
"212";"8761";2018-10-01 08:41:31;27,4;24,6
"213";"8761";2018-10-01 08:43:59;24;24
"214";"8761";2018-10-01 08:46:27;22;22
"215";"8761";2018-10-01 08:48:55;21,6;21,2
"216";"8761";2018-10-01 08:51:23;26,6;24,4
"217";"8761";2018-10-01 08:53:51;21,6;19,6
"218";"8761";2018-10-01 08:56:20;23,6;20,4
"219";"8761";2018-10-01 08:58:48;23,4;19
"220";"8761";2018-10-01 09:01:16;22,8;21,8
"221";"8761";2018-10-01 09:03:44;21,8;21,2
"222";"8761";2018-10-01 09:06:12;26,6;22,4
"223";"8761";2018-10-01 09:08:40;20,6;20,6
"224";"8761";2018-10-01 09:11:08;28;23,4
"225";"8761";2018-10-01 09:13:36;24,8;24,4
"226";"8761";2018-10-01 09:16:04;25,4;25,2
"227";"8761";2018-10-01 09:18:32;23;20,4
"228";"8761";2018-10-01 09:21:00;21,2;19,8
"229";"8761";2018-10-01 09:23:28;18,2;17
"230";"8761";2018-10-01 09:25:56;22,6;19,6
"231";"8761";2018-10-01 09:28:24;22;21
"232";"8761";2018-10-01 09:30:52;23;21
"233";"8761";2018-10-01 09:33:20;25;22,8
"234";"8761";2018-10-01 09:35:49;25,6;25
"235";"8761";2018-10-01 09:38:17;24,2;22,8
"236";"8761";2018-10-01 09:40:45;21;19,4
"237";"8761";2018-10-01 09:43:14;21,2;19,6
"238";"8761";2018-10-01 09:45:42;22,8;22,8
"239";"8761";2018-10-01 09:48:10;22,2;21,8
"240";"8761";2018-10-01 09:50:38;25,4;21
"241";"8761";2018-10-01 09:53:06;22,8;21,6
"242";"8761";2018-10-01 09:55:34;22,6;20,8
"243";"8761";2018-10-01 09:58:01;19,8;19,8
"244";"8761";2018-10-01 10:00:30;23;21,4
"245";"8761";2018-10-01 10:02:58;20,8;20
"246";"8761";2018-10-01 10:05:27;24,2;22
"247";"8761";2018-10-01 10:07:55;17,6;16,8
"248";"8761";2018-10-01 10:10:23;18,8;17,8
"249";"8761";2018-10-01 10:12:52;20,4;18,8
"250";"8761";2018-10-01 10:15:20;18,2;17
"251";"8761";2018-10-01 10:17:48;21,4;19,2
"252";"8761";2018-10-01 10:20:16;19;19
"253";"8761";2018-10-01 10:22:44;22,6;22
"254";"8761";2018-10-01 10:25:12;22,8;22,2
"255";"8761";2018-10-01 10:27:40;25,2;23,8
"256";"8761";2018-10-01 10:30:08;21;20,8
"257";"8761";2018-10-01 10:32:37;20,4;19
"258";"8761";2018-10-01 10:35:04;22;19,6
"259";"8761";2018-10-01 10:37:33;20,4;19,8
"260";"8761";2018-10-01 10:40:01;22,4;20,2
"261";"8761";2018-10-01 10:42:29;21,8;20,6
"262";"8761";2018-10-01 10:44:57;21,2;18,4
"263";"8761";2018-10-01 10:47:25;17,2;17,2
"264";"8761";2018-10-01 10:49:53;19,6;18,2
"265";"8761";2018-10-01 10:52:21;20,8;20
"266";"8761";2018-10-01 10:54:49;20,4;19
"267";"8761";2018-10-01 10:57:17;20,6;20,6
"268";"8761";2018-10-01 10:59:45;19,4;19,4
"269";"8761";2018-10-01 11:02:13;17,2;16
"270";"8761";2018-10-01 11:04:41;15,4;15,4
"271";"8761";2018-10-01 11:07:10;14,2;13,6
"272";"8761";2018-10-01 11:09:38;15,6;14,8
"273";"8761";2018-10-01 11:12:06;15,8;14,8
"274";"8761";2018-10-01 11:14:34;14,8;13,6
"275";"8761";2018-10-01 11:17:02;12,8;12,8
"276";"8761";2018-10-01 11:19:30;15,2;13,8
"277";"8761";2018-10-01 11:21:58;17,2;16,6
"278";"8761";2018-10-01 11:24:26;18,4;17,6
"279";"8761";2018-10-01 11:26:54;20,6;17,2
